vet_name,specialty,rating,num_rating,sign_in_time
vet_7771fe4dbc634c68b2dd53d5bde8bd95,"exotic, pet, cattle, reptile",2.8,160,2024-06-09 20:21:57.976
vet_77bfacf30eb248c5bdcb3b4ea136d76e,"cattle, pet",4.7,23,2024-05-09 17:21:55.749
vet_7800516c720045c09a1eac627cd60f8e,"exotic, reptile, pet, aquatic, cattle, bird",3.6,3,2024-05-31 07:50:28.553
vet_78192bc030c444df854487a91b755b68,reptile,1.4,79,2024-06-07 04:34:32.20
vet_78388bf5e5324a11b5285aad5d6e52cf,"cattle, reptile",1.3,170,2024-05-03 22:04:04.152
vet_78a884fd2b684f839878d0755fd048c9,"cattle, exotic",4.4,178,2024-05-14 18:15:11.514
vet_78aae814f84e47eba7cc0e469b37c11d,"reptile, pet, aquatic, cattle",1.3,6,2024-06-12 09:48:23.659
vet_7a266559bb184ac696a05a2c9fcd6cbd,"aquatic, reptile, cattle, pet, exotic, bird",1.3,103,2024-05-26 10:33:06.60
vet_7a56bee808e04c7894dd814c5c543315,"aquatic, reptile",3.3,48,2024-05-31 05:27:19.466
vet_7a56d88ead834b929535b5a8cd41d175,"aquatic, pet, bird, cattle",3.3,48,2024-05-15 02:52:06.589
vet_7b0413fab278426a87a3304cc177e7f6,"aquatic, reptile, pet, cattle, bird, exotic",2.3,1,2024-06-08 20:22:08.700
vet_7b0ad015436642d294aa8ff223900b6e,cattle,1.0,114,2024-05-30 20:47:13.931
vet_7bf1af139e444ee19d309a8f6b741a64,"cattle, pet, exotic, reptile, aquatic, bird",2.3,95,2024-06-01 22:05:32.418
vet_7c01f6ba7c084eaa81984777ae579c38,"reptile, pet, bird, exotic, cattle, aquatic",2.7,150,2024-06-15 18:29:33.761
vet_7c3ff1e7bd6e4f3c9e6d57ee9af51c90,"aquatic, cattle, exotic, bird, pet",1.4,52,2024-05-13 05:17:57.48
vet_7c589eb2576047dcbec2a56a5af02d1d,bird,1.1,112,2024-05-04 06:51:33.411
vet_7c5f4d4de42846ba83d5d73f019f0d08,"exotic, cattle, aquatic",4.3,172,2024-06-13 09:35:08.698
vet_7cab1a36400b4d9a83fcab0794a5a810,"pet, reptile, bird, exotic, cattle, aquatic",3.8,148,2024-05-04 06:26:48.414
vet_7ceeba06001548e58347e4c93e3091b3,exotic,3.9,61,2024-05-18 07:11:53.732
vet_7d26d8adf9ee46e399cf8fd78a575e7c,"cattle, bird, exotic, pet",2.4,62,2024-05-14 08:09:39.627
vet_7d48a9a03cc14434b7e221538ded9403,"reptile, pet, exotic, bird",1.7,164,2024-05-28 23:05:10.230
vet_7db0e317b31c4deab25769e154f12bb2,"aquatic, exotic, cattle, bird, pet, reptile",3.3,95,2024-05-26 14:43:52.750
vet_7de16f340c3a47c89eedfb36fd2c84af,"reptile, aquatic",3.3,1,2024-05-04 07:52:53.594
vet_7debf7a120e5462990daeabdb8064ba0,"cattle, reptile",3.0,61,2024-06-05 22:22:10.301
vet_7e10d518116240419f6fda44cb0dca6c,"exotic, bird, cattle, aquatic",1.4,76,2024-05-22 10:58:22.779
vet_7e11734628ff44baa2220f2cda74a66a,"reptile, pet, bird, aquatic, exotic",4.1,186,2024-05-27 16:50:26.399
vet_7e8853cf6e12465aa4308b72122ba17e,"bird, exotic, cattle, reptile, pet, aquatic",1.7,151,2024-05-04 06:18:55.472
vet_7ea1d854af934265861583dc04ac16e2,"aquatic, reptile, pet, bird, exotic",1.2,197,2024-05-16 16:20:44.733
vet_7ec5084c85fb4763b808533708d52013,"reptile, cattle, pet, aquatic, bird, exotic",3.3,169,2024-06-03 02:20:45.440
vet_7ee04a340ae346a1badeeb02bd2503b9,bird,4.4,70,2024-06-04 05:15:37.709
vet_7ef9ac6a12e74d3fa1194fbc17fcbf27,"bird, exotic, aquatic, reptile, cattle",4.7,80,2024-06-15 22:08:31.594
vet_7f4bd5830643489f9d11289911de6e3e,"reptile, pet, aquatic, bird, exotic, cattle",1.7,109,2024-06-02 19:18:42.244
vet_7f99f6ca0dde45a1b3d1e7690c94dd86,"cattle, exotic, bird, pet, aquatic, reptile",2.8,32,2024-06-08 08:22:03.590
vet_7fe842e60d4b4f64ba30777c26efcf60,"aquatic, cattle, exotic, bird",4.4,30,2024-06-08 10:36:50.872
vet_7ff88f6a9e324c7e8c3ed8fc2e5a6e96,"exotic, cattle",4.0,139,2024-06-16 03:37:36.967
vet_807e196c5bd9406fa09659f5c1ac583f,reptile,4.2,107,2024-06-08 06:39:03.616
vet_80b87f939a194eeb989111ca2ce5a60f,"reptile, pet, aquatic",1.6,51,2024-05-04 05:22:11.929
vet_8116673eb2444b819a279cea2077bc0b,pet,1.8,103,2024-05-14 04:28:14.963
vet_816c2ae6199c47a780a0887915bef6f9,"aquatic, pet",2.4,28,2024-05-29 02:02:41.646
vet_8171b53e7bb44784a204567166b9ed00,"aquatic, cattle",3.9,169,2024-05-09 22:26:11.873
vet_817c4cea3f1947de921cd290e2a57148,"reptile, pet, aquatic, exotic, cattle",2.1,67,2024-05-21 07:17:35.168
vet_81a1e5ae277c49ab835779a879d83472,pet,2.1,27,2024-05-27 17:26:09.471
vet_81fe3cb762e74f8692c5395e4c999c52,"exotic, bird, aquatic, pet, cattle, reptile",4.3,186,2024-05-11 15:17:40.220
vet_82108f9a79c84cff8766d51a8aaaf477,"pet, bird",3.5,112,2024-05-06 01:03:54.550
vet_821a4717b2cb45ff9c846373e18f899a,"exotic, cattle",2.0,2,2024-06-14 20:02:35.965
vet_8239d63dd0594d56bc3e8a0bd2972262,"bird, reptile, aquatic",2.2,156,2024-05-26 21:53:59.676
vet_82432248209a49ff8a74c25ca9e57e63,"cattle, exotic, reptile, pet",4.5,119,2024-05-05 07:55:51.950
vet_8259c52f4e3744148320af61223a0962,"reptile, pet, exotic, bird",3.6,136,2024-06-12 09:06:35.382
vet_82612f501b8a47d6a694a8986bbd5995,"reptile, pet, bird, exotic",1.3,104,2024-05-13 16:00:49.548
vet_828e8dc687bc49dcac9a688b6855cd47,"reptile, pet, bird",1.7,133,2024-05-22 21:46:10.354
vet_82d48f095f70423283dcf082a984c996,"pet, exotic",2.7,63,2024-05-28 16:15:18.51
vet_82ece31774504220a19900c36378b59b,"exotic, bird",1.9,0,2024-05-10 08:29:45.595
vet_82ee548efdf5438b95690e5c26e7d116,"aquatic, reptile, exotic, bird, pet, cattle",2.7,183,2024-06-13 19:27:41.11
vet_82f4280020ee4c4594784d03186f17c3,"exotic, aquatic, pet, reptile",2.6,131,2024-05-10 12:18:03.750
vet_834e449f75f14b2f9d807a04419070cf,"cattle, reptile, pet, bird, exotic",2.4,123,2024-05-04 01:42:40.992
vet_8353dbcc0ef04646853b6934811b026a,"reptile, pet",4.3,163,2024-06-03 14:29:57.601
vet_836f601b075d4eb0a43644ef61e8ff69,"exotic, reptile, pet, cattle, bird",1.1,55,2024-05-11 05:26:34.64
vet_837cdef200e849fdb01ca363edb4f85b,"cattle, bird, reptile, aquatic, pet",1.6,192,2024-06-16 03:00:26.528
vet_842e87104d684fdda6a3d4cbbd7aae17,"aquatic, cattle, bird, pet",2.7,182,2024-06-05 06:50:30.735
vet_8459dd1f5e254527988f667d0636edf8,"cattle, aquatic, exotic",3.4,84,2024-05-04 14:22:05.997
vet_848533faa0c84085a3a6158b45b78bcc,"bird, pet",1.4,198,2024-06-15 01:24:22.317
vet_84ce1a9189a0440db63e34ba893830c9,"cattle, aquatic, exotic, bird, pet, reptile",2.4,45,2024-05-24 22:46:53.960
vet_84e5d141a0664d628de79072b3b5941a,"exotic, aquatic, bird, pet, cattle",3.7,125,2024-06-01 12:50:37.994
vet_84f32e8568c5486ba3fb8e9df597631d,"pet, exotic, bird",2.7,121,2024-06-06 19:42:04.130
vet_8511f89655ef4186aab670a7392c676b,"reptile, pet, bird",4.4,38,2024-06-19 11:05:57.896
vet_85364c26ab3c4cc0b3ff063cd3096f1b,"exotic, reptile, pet, cattle",4.5,4,2024-05-08 22:02:38.68
vet_8547045341ce4d159d8056724016e6b4,"cattle, pet, reptile, exotic, aquatic",1.5,161,2024-06-17 18:22:34.928
vet_857f211c669949d5807b5a9f87afb05d,"reptile, pet, aquatic",1.3,163,2024-06-03 22:40:59.121
vet_85c91a56b0644b93b5bc4ae6139c9766,cattle,1.9,163,2024-06-13 03:22:08.48
vet_86ab9c3896d9448a80a861a2566e810a,"cattle, exotic, bird",3.8,156,2024-05-06 12:33:28.132
vet_87086cbfc85d4b98849c3f521a706934,cattle,4.4,48,2024-06-20 14:21:03.483
vet_872f1852d10c4adf90afeab3c33eeea6,"reptile, pet",2.7,13,2024-05-18 05:47:32.79
vet_8789f84a5463466c867bbb15b64d372c,"exotic, cattle",1.2,68,2024-05-21 13:19:50.785
vet_87c4f3307aa145d59b13a99e77185e01,bird,3.9,145,2024-05-08 12:52:20.311
vet_87d61481d95e4209be5cf01a486e24f0,"reptile, cattle, pet, exotic",5.0,140,2024-06-19 21:34:42.08
vet_887eea8f489e43f998e7e6faf4b82c86,"reptile, pet, exotic, bird, cattle",1.8,105,2024-06-20 10:55:34.854
vet_889e6a66d2c341c3a6392baf1c2351ea,"cattle, bird, pet",1.9,46,2024-05-30 14:24:58.836
vet_88d077d4789d45e39d2c62fee89e9009,"pet, aquatic, reptile",2.9,86,2024-05-27 04:24:05.343
vet_88da9785276744d18b3129b91d36ff72,"aquatic, pet, reptile, bird, cattle, exotic",2.4,104,2024-06-05 23:52:10.927
vet_88fa0362ee09414e8823bf359ca13f44,"bird, aquatic, pet, reptile, cattle",1.8,154,2024-05-17 18:29:39.408
vet_8963ac57e5954fab8055662af8184ce3,"cattle, exotic, reptile, pet, bird, aquatic",1.2,174,2024-05-14 06:06:49.863
vet_89736974a1194e7699e4f287e623968f,"bird, cattle",3.8,88,2024-05-13 01:22:07.324
vet_898a1e4281c24a60b23318f1d7659b2e,"cattle, bird, pet, reptile, exotic, aquatic",4.3,21,2024-05-30 16:25:38.201
vet_899484b1bd7b4d6ea614fe8c1cdd2f6a,"bird, reptile, pet, exotic",3.6,199,2024-05-08 04:21:41.881
vet_89c881113d19416aa8499a48afeb0eb0,"cattle, reptile, aquatic, pet, bird",4.3,190,2024-05-04 03:23:29.423
vet_89efdbbea66e4c05ae84362f03ba87b4,"cattle, exotic",1.8,108,2024-05-06 16:37:32.560
vet_8a004a9c6c0c4efd894971eb624025be,bird,1.2,97,2024-05-28 21:46:20.817
vet_8a247077d6b74d168166581cbe93793c,"aquatic, pet, bird",4.2,74,2024-05-05 04:22:18.431
vet_8a39fd129fad4f49a8db4c10d089442f,"exotic, bird",4.5,109,2024-05-18 06:20:58.882
vet_8a67579f1b4f4a32b5b6f6d4fdd66e99,"aquatic, cattle, exotic",4.7,147,2024-06-09 20:14:42.672
vet_8b64381ce47643e793fe9dcdb09ad766,"cattle, exotic",2.2,88,2024-05-19 03:45:43.989
vet_8b64a7fff6a04bb99fd83754de660074,cattle,4.7,183,2024-06-09 15:03:12.962
vet_8ba53b5f6d5a4716821e487033f657da,"aquatic, cattle, exotic, bird, pet",4.1,193,2024-05-30 18:33:36.280
vet_8bcfc2018e934c129d57b199605717a1,"pet, reptile, bird",3.6,111,2024-05-13 05:18:22.14
vet_8c54dc6e33f6449797f82824b350b822,exotic,2.8,175,2024-05-21 21:09:32.442
vet_8c5e69d63f0941228b54cf5813f2b510,"aquatic, cattle, reptile",3.8,17,2024-05-04 08:31:23.992
vet_8ca2644f70d64cf095cdf2ac52c957e4,"cattle, reptile, pet, bird, exotic",2.4,170,2024-05-11 05:57:46.567
vet_8cb711c14bc849159cc2ad43cf001527,"bird, exotic, cattle",1.1,133,2024-06-13 18:17:23.892
vet_8cd3ef8b0c08492e8f169e5cb58758ba,"exotic, aquatic",2.4,138,2024-06-04 19:55:36.159
vet_8d066319f33e44b7bbed28313b59ce54,"exotic, cattle, bird",4.2,90,2024-05-04 17:21:54.788
vet_8d5908f7945a4b88a20125888c0cbf99,"exotic, bird, pet, cattle, reptile, aquatic",2.9,28,2024-05-06 13:39:24.53
vet_8df74fbdce004bdc8602ff2b96da9e62,"aquatic, reptile, cattle, pet, bird, exotic",2.0,67,2024-06-01 09:13:16.197
vet_8e3c0c3849204e69bfae0870f66378b5,"pet, bird",1.8,52,2024-06-10 10:43:08.844
vet_8e8fde053b6647fd96302945609605ac,"cattle, exotic, aquatic, bird, pet",2.6,161,2024-05-16 04:15:30.561
vet_8eab7425e2a54b02b340db57691e472b,"cattle, exotic, bird",1.7,128,2024-06-11 19:21:21.731
vet_8ef0416bcef842298d113836cb2c4dfb,"exotic, reptile, pet, cattle, bird",2.6,33,2024-06-16 09:24:50.18
vet_8f00c1cfbd2b4b2e9784da5b2e8dc8db,"aquatic, cattle, pet, bird, reptile",2.3,63,2024-05-15 01:12:10.876
vet_8f6e6b285d6d466a804b12b22ec9f1bd,"exotic, cattle, aquatic, pet",2.5,169,2024-05-29 08:29:59.68
vet_8fabc81deaed42d182f98b003f84e53a,bird,2.5,49,2024-05-12 19:05:31.324
vet_903380a051a54a23a4872f028631f599,exotic,2.7,162,2024-05-31 02:09:17.402
vet_90cc1ca2a55e4346ac727a4ab49c324f,"aquatic, cattle, exotic, bird, pet",2.4,156,2024-06-17 01:41:32.791
vet_90eb43cf101d4cff9bc9827162184323,"pet, exotic, aquatic, bird, reptile, cattle",1.7,171,2024-05-17 08:18:49.134
vet_9103a1bd4bc245129dc70dd6220cf6b4,"aquatic, exotic, bird, pet",4.1,97,2024-06-12 02:13:27.486
vet_9109a78056c6497c9cba0222030dd2f8,"aquatic, reptile, exotic, pet, bird",1.1,52,2024-05-14 22:25:46.723
vet_914daf2699094fdbbe40e12d0adbd726,"cattle, reptile, pet, exotic",1.5,2,2024-05-04 08:12:41.50
vet_9177da552c6b492292486789cd12b9ff,"cattle, exotic, bird",4.7,63,2024-05-29 17:03:14.120
vet_91add651300f4896ae24da2776456716,"reptile, cattle, exotic, pet, bird",3.0,18,2024-06-13 21:25:50.795
vet_91b52da319b3406f88539afcdeb857fc,"pet, cattle",3.2,73,2024-05-15 03:59:18.20
vet_91cffa06ca9045758489f68545eedab3,"exotic, cattle, aquatic, pet",4.0,67,2024-05-24 22:46:18.511
vet_923a33f2de484c1aa2be69f1367d0b00,"aquatic, cattle, exotic, bird, pet, reptile",4.0,157,2024-06-15 15:27:40.390
vet_925a690f88bd48aba974b65d4b58ac17,"cattle, exotic, reptile, aquatic",2.6,96,2024-05-27 20:46:07.505
vet_928302a7e4864099927ade41233918e2,"pet, exotic, reptile, bird",4.9,76,2024-06-16 02:47:05.580
vet_92c0411f135049a9a237e1033185b224,cattle,3.0,47,2024-05-30 02:41:53.846
vet_93374ad32c7c4d86904913e5519f79c3,"reptile, pet, exotic",1.5,30,2024-05-30 01:47:18.400
vet_9367951cac4b4ddbae11a336ec41f943,"reptile, pet",1.5,181,2024-06-07 11:05:26.258
vet_936fe8bbf08a4c859ad63b393ce8f5cc,"exotic, reptile, aquatic",2.0,157,2024-05-03 15:22:37.387
vet_9377dfc4cd4d452aa7482c5e39ca7552,"exotic, bird, pet, cattle, aquatic, reptile",1.3,4,2024-05-08 21:11:10.372
vet_93bbb1b06f514a3cabe60315f30902e0,"aquatic, exotic, reptile",2.4,189,2024-05-07 02:39:34.977
vet_93e299c1642b4d18bd9204f634a9bd3c,"exotic, reptile",4.8,5,2024-05-02 09:05:08.568
vet_941b8d92396b486f9507adee0a358f14,"exotic, reptile, aquatic, cattle, pet, bird",2.8,116,2024-06-01 07:10:30.400
vet_94c9753539dc441c9dde58ca1f341295,reptile,4.2,77,2024-06-18 18:25:04.204
vet_94c9d573c78d4c32a10b611310fa0d00,"aquatic, reptile, pet, bird, cattle, exotic",1.8,54,2024-05-23 12:37:31.817
vet_951f2d0e57514f19bcf82e177410901f,"aquatic, cattle, reptile",2.8,115,2024-06-16 06:58:21.221
vet_9536022ca76f4df3a7aa6a2b4de2df4f,pet,1.0,54,2024-05-19 11:40:36.910
vet_95c2a67a19684cd4a15f26a008714ad4,pet,2.3,17,2024-05-17 13:34:16.769
vet_960bc1d47fbd419ea3efc29e9b2f02ba,"reptile, exotic, pet",3.3,115,2024-06-18 06:51:41.844
vet_964a0b159bda4757aa442f0489b53218,"exotic, bird, aquatic, pet, cattle",1.9,96,2024-05-06 05:59:02.450
vet_968e0c17350541daa6fb319973691cd2,"aquatic, cattle, exotic, bird, pet",1.9,105,2024-06-07 17:02:48.404
vet_971dad0165b74544a2fb58ef56d7aa3c,"reptile, pet, bird",2.3,128,2024-05-21 01:33:13.445
vet_97dc25df254a4ef78b18a973cc1c2d80,"cattle, exotic, reptile, pet, aquatic, bird",3.6,37,2024-05-28 01:13:26.859
vet_97eb1a06b0b0488daf87df3f97342f4b,"bird, aquatic, exotic, pet, reptile, cattle",4.0,110,2024-06-18 03:10:09.259
vet_984e1e8336de40b582171de713dee61c,"pet, exotic, aquatic",2.3,134,2024-05-20 16:28:16.704
vet_9872d7c835da40db9f7c21dad1803516,"aquatic, pet, bird, cattle, exotic, reptile",3.9,50,2024-05-06 05:43:04.793
vet_9882fa1e168a4c37ab9f01facfa3a103,"reptile, aquatic",3.1,170,2024-05-04 20:43:14.118
vet_98c3868bc3f34d2288b61d89440a8c5a,"bird, pet, aquatic, exotic, reptile, cattle",1.0,138,2024-05-02 10:10:16.218
vet_98cfbd9b211c46e0ae7f08caf9b2b491,"pet, reptile, aquatic",1.2,125,2024-05-19 00:28:16.598
vet_98d8b070bd4d4151a79a15fa8960fe3c,"pet, reptile",3.7,132,2024-05-29 09:00:29.337
vet_99384e99d3f94852927638fdc90488cb,"aquatic, cattle",4.0,81,2024-05-12 20:52:34.882
vet_99a4d2777e084dd3ac8619f4f18f8ee9,"reptile, pet",3.6,1,2024-05-08 02:01:34.799
vet_99b04311462e494cacc15e980a7b7719,"pet, reptile, bird",1.4,84,2024-06-12 20:27:41.98
vet_9a3df0c0bf7b4e76b2c3d0ed71fca738,"reptile, pet, cattle, exotic",2.7,106,2024-05-05 10:46:12.296
vet_9a5fd124c35046ac8020984689ec0e25,cattle,2.6,69,2024-05-26 20:18:24.165
vet_9a7d6132c8b54d04858f664f151bf1c6,"reptile, exotic, cattle",4.8,127,2024-05-01 04:37:08.15
vet_9a98e825024249b897e4973a7a280e37,pet,3.0,121,2024-05-13 15:28:40.462
vet_9ad59e1d296e439189863b3b710f1083,reptile,1.8,140,2024-06-02 15:08:19.808
vet_9affb8ea34664b1cb4d4bb0195585293,"reptile, exotic, pet, cattle, bird, aquatic",2.1,2,2024-05-30 10:17:34.312
vet_9b2d156cc2cf4324a0c0f01739d6b18a,aquatic,4.8,105,2024-06-05 09:42:29.582
vet_9b6a17623e1546bb98410745788d4dfc,"pet, reptile, exotic",2.3,135,2024-06-11 01:47:34.03
vet_9b6c06af39df469c819d9e88543e1949,aquatic,4.9,172,2024-05-18 10:52:26.846
vet_9bd7854e56664628b8b01d2db79a1ce3,"reptile, exotic",4.1,5,2024-05-01 21:38:43.560
vet_9c69bb808a20492caddce34d66b1d473,"cattle, exotic, reptile, pet",1.7,82,2024-05-25 15:34:53.291
vet_9c8a5b90c8da4453ab75b5a5f8cd80fa,"aquatic, bird",4.3,71,2024-06-16 13:24:02.579
vet_9c9374ff3041478b93f38c05724182de,"exotic, pet, reptile",4.8,35,2024-06-14 04:00:14.163
vet_9ccec9ef18fc49edae2de5cab4b67099,aquatic,2.2,151,2024-05-15 13:22:35.539
vet_9cdb80e3ed8e48048f4c5d116a93a09d,reptile,1.5,138,2024-05-24 06:49:36.692
vet_9ceb206819c84017af097bd52f90bc60,"bird, exotic, pet",1.2,143,2024-06-02 17:13:51.834
vet_9d1eadedc1d24caa93dcfc0efa0b0e68,"exotic, bird, pet, reptile, aquatic, cattle",4.2,195,2024-05-14 02:32:59.884
vet_9d34ddfbeada4fa0a2d0b9de27d0850c,"bird, cattle",2.4,88,2024-06-03 09:46:27.498
vet_9d43086c56b5467d9a233e250af9cbf2,"pet, bird, cattle, exotic, aquatic",4.7,119,2024-05-29 12:25:18.460
vet_9e01527f50074e98a8c77b570f87d5a5,"bird, pet, reptile, exotic, aquatic, cattle",1.4,27,2024-05-25 08:26:58.538
vet_9e41e53e9a204c0b94863f0de6cceddd,"reptile, cattle, exotic",2.3,9,2024-05-01 08:45:39.475
vet_9eefb7734d124587aafb802d814835bc,"reptile, pet, aquatic, bird",4.1,36,2024-05-08 15:43:05.446
vet_9f79ca9d02d44df2b45dbba48cd72038,"aquatic, exotic",3.8,30,2024-06-17 11:44:20.875
vet_9f7b5a3f1151414ca0b090b8e67ce01c,"reptile, pet, exotic, cattle, bird, aquatic",3.1,94,2024-05-12 18:09:24.751
vet_9fb4fe67ea3645c4bf663916b832d3e6,"reptile, aquatic, pet, bird, exotic, cattle",3.5,79,2024-05-22 01:28:51.365
vet_9fe5c7faecc84db9b5ef4ac0bdef3463,"reptile, exotic, cattle, bird",1.7,187,2024-05-14 10:29:14.273
vet_a01719f14fa6449ab00e579b51e8d60e,"reptile, exotic, pet, aquatic, cattle, bird",1.0,27,2024-06-02 04:49:31.295
vet_a024d8b72e43484088da80e1a8d768b6,"aquatic, bird, reptile, exotic",4.6,3,2024-05-16 11:24:35.623
vet_a041f289832142119fec5307af6fd0a1,"aquatic, cattle",4.8,122,2024-05-13 18:47:52.165
vet_a056b99bd431415a910cfe8ca1d66ea0,"exotic, bird, aquatic, pet, cattle, reptile",3.8,162,2024-06-01 05:04:58.414
vet_a09591c871624b288e6542cdb68405e2,aquatic,2.4,81,2024-05-28 15:50:36.562
vet_a0b092b8501b45a1a3f02a4c0ff640bb,"pet, aquatic, reptile, cattle, bird",1.6,43,2024-06-13 19:13:28.801
vet_a10c8162dbc2459cba0b03c627648ac5,"aquatic, bird, reptile, pet, exotic",2.8,131,2024-05-18 03:49:18.925
vet_a2ac5ac347e24995897ba3df61e78d3b,aquatic,3.4,33,2024-06-08 17:59:10.780
vet_a2ea7acf43484e989efc3adbb2acab5f,"exotic, cattle",4.1,77,2024-05-28 17:40:13.83
vet_a30650d613e04726b9462f1b8b2e9304,"aquatic, reptile",4.6,33,2024-06-10 00:15:48.100
vet_a33090c0ba454a0baf694c11f1d613d4,"exotic, reptile, cattle, bird, aquatic, pet",4.3,15,2024-05-09 20:40:32.192
vet_a354c6d8443548cf8f04dc1f34e1f14f,"bird, pet",3.1,121,2024-06-19 03:49:43.91
vet_a37b00c51adb44e2b82f82c7e9964f6b,"aquatic, cattle, exotic, bird",3.4,5,2024-06-13 22:51:21.679
vet_a3b8551b15714542970b635c664246bc,bird,3.1,29,2024-05-16 16:30:55.399
vet_a43172ec887046c2bf1ed9a7dd6e8293,"reptile, pet, bird, exotic",4.8,62,2024-06-15 01:33:38.298
vet_a4cd15b794d44cd68ca72ee47d7a5e5a,bird,1.4,48,2024-05-31 12:23:15.427
vet_a519c362a21f4698b986659302efdb93,bird,4.2,124,2024-06-06 22:27:03.185
vet_a543232bb3bb4eeba2599c51065b4eb1,"reptile, aquatic, pet, cattle, bird, exotic",1.5,112,2024-05-02 11:17:14.774
vet_a54e1d45c9ce4ec7abb4ffaa7aced02a,"reptile, cattle, exotic",4.0,165,2024-06-18 22:34:22.886
vet_a55c0a742fa24401b9ea68af875d6e30,"exotic, reptile",4.0,163,2024-06-19 02:33:20.292
vet_a5e9ff61257947a1bb6b428e05250e5e,"exotic, cattle, bird",2.8,138,2024-05-22 17:19:41.387
vet_a62357b9754a4b018c1bdfdbfac6f04d,"aquatic, cattle, exotic, bird, pet",4.7,33,2024-06-09 01:33:38.843
vet_a632ed50c710444e8a796f7d08d06e2c,"bird, aquatic, pet, exotic, reptile, cattle",3.0,64,2024-05-30 16:41:42.467
vet_a637d826e25f4c0fac1b5981c956539f,"cattle, pet, bird, aquatic",2.7,126,2024-05-03 06:25:40.900
vet_a6d82509438d49609ed1a03f77864b6e,"aquatic, pet, exotic",4.4,91,2024-06-20 17:25:32.661
vet_a720e55d2f46408792a6c395c3bbb144,"reptile, cattle, aquatic",4.2,29,2024-06-04 10:26:25.959
vet_a728120963c14a40a1a24c9c3a7a6805,"reptile, exotic",4.3,2,2024-05-12 05:21:36.597
vet_a768866e0bd84c55b1c3be39ba812653,bird,2.4,98,2024-06-13 00:09:38.449
vet_a78749c230954e1dbd9a6ebfbafecef6,"reptile, pet, exotic",2.2,106,2024-06-11 22:45:29.986
vet_a7e846e16c15483892a7b80575730466,"reptile, bird",2.6,155,2024-06-02 15:55:51.393
vet_a8779053b8b24769b2358a60378eee04,"reptile, bird, cattle, exotic",3.2,23,2024-06-16 07:20:55.548
vet_a8b7588e1bde40c9bdfd2d1aabf28b05,"reptile, cattle, pet, exotic",2.1,141,2024-06-07 10:44:22.661
vet_a93fcd6145594538b57332d34c2d7892,"reptile, exotic, cattle",1.9,78,2024-05-07 20:15:08.349
vet_a97ddcd952b84019ba1332259da885e5,"reptile, aquatic, pet, bird",2.9,164,2024-06-11 14:39:53.51
vet_a9ddf79a672d42669411af2f6e7a096b,"cattle, exotic, bird, pet, aquatic, reptile",2.1,144,2024-05-07 07:10:32.401
vet_a9fa639cf4fb4dd29240e1432b761348,"exotic, reptile, pet, cattle, bird, aquatic",2.8,11,2024-05-01 00:55:10.79
vet_aaa9cea63a994e78883b82b09d8df76e,"reptile, pet, bird, exotic",1.7,36,2024-06-14 18:45:45.50
vet_ab0a0be62cfb45b98f4717888add965c,exotic,2.6,55,2024-05-20 16:06:55.363
vet_ab3b2573127a47ecb550de63684d140a,"reptile, pet, bird, cattle",4.4,4,2024-05-25 19:16:50.412
vet_ab48b68f5bc34bdd97417c5c7cbd5289,"exotic, bird, aquatic, pet, reptile",4.8,142,2024-05-05 11:06:35.549
vet_ab4b95850de14647854af70c147fa681,"reptile, aquatic, pet, cattle",1.3,10,2024-05-01 09:44:14.609
vet_ab53b7ae567f4cf584823505dc47e0e5,"exotic, bird, pet",1.6,127,2024-06-06 04:59:38.783
vet_ab5c4708cf224e36bc6010ac2f314ce7,"exotic, reptile, pet, bird, aquatic, cattle",4.4,144,2024-05-20 22:55:15.387
vet_ab750a862ff74afb91f1987ac3583c52,"cattle, aquatic, exotic, bird, pet, reptile",1.3,100,2024-06-06 18:03:31.205
vet_abb82517a8464823b50c6e6d8cb1cad6,"cattle, bird, reptile, pet, exotic",2.6,5,2024-06-19 08:44:02.969
vet_ac81b39c4bf6474589ea792a75f88551,"pet, reptile, bird",2.6,186,2024-06-12 14:17:14.517
vet_ad2710c8ccb8458292a2614bf8a1aabd,"reptile, pet, bird",2.0,11,2024-05-24 21:50:47.14
vet_ad52f6707f4c4c64be38447122d04bea,"cattle, aquatic, exotic, bird, pet, reptile",1.7,186,2024-06-08 16:19:05.214
vet_ad7e51b4e6a64da099fa90bca577469b,"cattle, aquatic, exotic, bird, pet, reptile",2.0,174,2024-05-25 07:03:56.904
vet_adeb1593900a4622a4c7fc35075536c3,"cattle, pet, bird, reptile",4.0,8,2024-06-20 13:46:01.632
vet_ae140b2578214581b743239a26c486fa,"bird, aquatic, pet, cattle, reptile",4.4,176,2024-06-06 08:44:26.236
vet_ae6e1a3a123946a4b654c57f7cc26b50,"reptile, aquatic, exotic",4.0,12,2024-05-08 19:14:09.701
vet_aedff2556f0840a0b162658173d9da08,"exotic, bird",3.1,76,2024-05-24 10:24:53.227
vet_af1b687f945b41f6a1a797835be41732,"reptile, aquatic",3.4,101,2024-05-25 15:22:49.912
vet_af8fdb4679c944fda6c902a02e9dfd1e,"reptile, pet, cattle, bird",4.3,115,2024-05-26 15:42:59.235
vet_af9d9c2ec198411095afe446415319e8,"aquatic, reptile, exotic",3.0,179,2024-06-02 07:46:37.518
vet_afd611164b954fd2bf7afa9e6bad1294,"bird, reptile",2.0,79,2024-05-03 05:40:23.725
